	1468042811		$RATTM,01,1.42,190.62,T,0.2,234.5,T,0.98,-320.00,N,,T,,054005.00,M*2A
	1468042813		$RATTM,01,1.42,190.72,T,0.2,235.4,T,0.99,-294.94,N,,T,,054007.00,M*2B
	1468042815		$RATTM,01,1.42,190.72,T,0.2,235.4,T,0.99,-294.94,N,,T,,054009.00,M*25
	1468042817		$RATTM,01,1.42,190.62,T,0.2,236.6,T,1.01,-271.20,N,,T,,054011.00,M*28
	1468042819		$RATTM,01,1.42,190.61,T,0.2,236.5,T,1.01,-265.77,N,,T,,054013.00,M*2D
	1468042821		$RATTM,01,1.42,190.65,T,0.2,236.7,T,1.02,-254.94,N,,T,,054015.00,M*21
	1468042823		$RATTM,01,1.42,190.55,T,0.4,226.0,T,0.82,-189.86,N,,T,,054017.00,M*29
	1468042825		$RATTM,01,1.42,190.55,T,0.4,226.0,T,0.82,-189.86,N,,T,,054019.00,M*27
	1468042827		$RATTM,01,1.42,190.64,T,0.3,223.8,T,0.78,-207.23,N,,T,,054021.00,M*2B
	1468042829		$RATTM,01,1.42,190.55,T,0.3,224.1,T,0.78,-218.22,N,,T,,054023.00,M*2A
	1468042831		$RATTM,01,1.42,190.55,T,0.3,223.2,T,0.77,-234.03,N,,T,,054025.00,M*2A
	1468042833		$RATTM,01,1.42,190.64,T,0.3,221.2,T,0.72,-240.57,N,,T,,054027.00,M*2F
	1468042835		$RATTM,01,1.42,190.63,T,0.3,223.7,T,0.78,-245.07,N,,T,,054029.00,M*2B
	1468042837		$RATTM,01,1.42,190.63,T,0.3,223.7,T,0.78,-245.07,N,,T,,054031.00,M*22
	1468042839		$RATTM,01,1.42,190.61,T,0.3,223.3,T,0.77,-254.89,N,,T,,054033.00,M*2F
	1468042841		$RATTM,01,1.42,190.65,T,0.3,222.5,T,0.75,-276.10,N,,T,,054035.00,M*28
	1468042843		$RATTM,01,1.42,190.59,T,0.2,218.0,T,0.66,-343.88,N,,T,,054037.00,M*2C
	1468042845		$RATTM,01,1.42,190.73,T,0.2,220.4,T,0.71,-327.29,N,,T,,054039.00,M*2A
	1468042847		$RATTM,01,1.42,190.73,T,0.2,220.4,T,0.71,-327.29,N,,T,,054041.00,M*25
	1468042849		$RATTM,01,1.42,190.50,T,0.2,211.1,T,0.50,-368.67,N,,T,,054043.00,M*23
	1468042851		$RATTM,01,1.42,190.60,T,0.2,213.7,T,0.56,-355.93,N,,T,,054045.00,M*21
	1468042853		$RATTM,01,1.42,190.60,T,0.2,210.1,T,0.47,-374.41,N,,T,,054047.00,M*2A
	1468042855		$RATTM,01,1.42,190.67,T,0.2,206.5,T,0.39,-385.52,N,,T,,054049.00	1468042856		,M*25
	1468042858		$RATTM,01,1.42,190.67,T,0.2,206.5,T,0.39,-385.52,N,,T,,054051.00,M*2C
	1468042860		$RATTM,01,1.42,190.70,T,0.2,211.7,T,0.51,-349.78,N,,T,,054053.00,M*2A
	1468042862		$RATTM,01,1.42,190.48,T,0.2,209.7,T,0.47,-391.58,N,,T,,054056.00,M*2D
	1468042864		$RATTM,01,1.42,190.58,T,0.2,205.8,T,0.38,-443.83,N,,T,,054058.00,M*27
	1468042866		$RATTM,01,1.42,190.50,T,0.2,194.5,T,0.10,-540.65,N,,T,,054100.00,M*25
	1468042868		$RATTM,01,1.42,190.50,T,0.2,194.5,T,0.10,-540.65,N,,T,,054102.00,M*27
	1468042870		$RATTM,01,1.42,190.55,T,0.2,182.7,T,0.20,-558.56,N,,T,,054104.00,M*2B
	1468042872		$RATTM,01,1.42,190.46,T,0.1,164.7,T,0.62,-556.08,N,,T,,054106.00,M*23
	1468042874		$RATTM,01,1.42,190.55,T,0.1,157.5,T,0.78,-500.99,N,,T,,054108.00,M*2D
	1468042876		$RATTM,01,1.42,190.56,T,0.1,150.3,T,0.92,-485.33,N,,T,,054110.00,M*2E
	1468042878		$RATTM,01,1.42,190.65,T,0.1,144.4,T,1.02,-479.61,N,,T,,054112.00,M*22
	1468042880		$RATTM,01,1.42,190.65,T,0.1,144.4,T,1.02,-479.61,N,,T,,054114.00,M*24
	1468042882		$RATTM,01,1.42,190.59,T,0.1,144.7,T,1.02,-591.89,N,,T,,054116.00,M*2B
	1468042884		$RATTM,01,1.42,190.65,T,0.1,135.9,T,1.16,-597.93,N,,T,,054118.00,M*2A
	1468042886		$RATTM,01,1.42,190.74,T,0.0,138.6,T,1.12,-1244.79,N,,T,,054120.00,M*1A
	1468042888		$RATTM,01,1.42,190.75,T,0.0,194.0,T,0.09,-5438.51,N,,T,,054122.00,M*11
	1468042890		$RATTM,01,1.42,190.75,T,0.0,194.0,T,0.09,-5438.51,N,,T,,054124.00,M*17
	1468042892		$RATTM,01,1.42,190.82,T,0.1,263.1,T,1.36,-340.11,N,,T,,054126.00,M*22
	1468042894		$RATTM,01,1.42,190.76,T,0.1,270.3,T,1.40,-145.65,N,,T,,054128.00,M*22
	1468042896		$RATTM,01,1.42,190.69,T,0.1,279.9,T,1.42,-6.99,N,,T,,054130.00,M*21
	1468042898		$RATTM,01,1.42,190.60,T,0.1,286.1,T,1.42,66.34,N,,T,,054132.00,M*3E
	1468042900		$RATTM,01,1.42,190.60,T,0.1,286.1,T,1.42,66.34,N,,T,,054134.00,M*38
	1468042902		$RATTM,01,1.42,190.55,T,0.1,292.1,T,1.39,191.60,N,,T,,054136.00,M*0D
	1468042904		$RATTM,01,1.42,190.52,T,0.1,302.4,T,1.32,411.41,N,,T,,054138.00,M*0C
	1468042906		$RATTM,01,1.42,190.64,T,0.1,315.5,T,1.17,650.32,N,,T,,054140.00,M*05
	1468042908		$RATTM,01,1.42,190.75,T,0.1,315.9,T,1.16,545.15,N,,T,,054142.00,M*08
	1468042910		$RATTM,01,1.42,190.75,T,0.1,315.9,T,1.16,545.15,N,,T,,054144.00,M*0E
	1468042912		$RATTM,01,1.42,190.87,T,0.1,295.2,T,1.38,159.64,N,,T,,054146.00,M*00
	1468042915		$RATTM,01,1.42,190.60,T,0.1,302.4,T,1.32,238.11,N,,T,,054148.00,M*02
	1468042917		$RATTM,01,1.42,190.66,T,0.1,306.0,T,1.29,266.25,N,,T,,054150.00,M*0B
	1468042919		$RATTM,01,1.42,190.66,T,0.1,305.4,T,1.29,239.30,N,,T,,054152.00,M*00
	1468042921		$RATTM,01,1.42,190.66,T,0.1,305.4,T,1.29,239.30,N,,T,,054154.00,M*06
	1468042923		$RATTM,01,1.42,190.63,T,0.1,310.0,T,1.24,290.68,N,,T,,054156.00,M*02
	1468042925		$RATTM,01,1.42,190.56,T,0.2,310.0,T,1.24,274.97,N,,T,,054158.00,M*03
	1468042927		$RATTM,01,1.42,190.53,T,0.1,322.0,T,1.06,513.41,N,,T,,054200.00,M*07
	1468042929		$RATTM,01,1.42,190.57,T,0.1,332.9,T,0.87,640.38,N,,T,,054202.00,M*0A
	1468042931		$RATTM,01,1.42,190.57,T,0.1,332.9,T,0.87,640.38,N,,T,,054204.00,M*0C
	1468042933		$RATTM,01,1.42,190.54,T,0.1,347.6,T,0.56,826.06,N,,T,,054206.00,M*0F
	1468042935		$RATTM,01,1.42,190.53,T,0.1,354.5,T,0.39,866.90,N,,T,,054208.00,M*05
	1468042937		$RATTM,01,1.42,190.56,T,0.1,351.3,T,0.47,822.88,N,,T,,054210.00,M*0A
	1468042939		$RATTM,01,1.42,190.53,T,0.1,20.4,T,0.24,749.73,N,,T,,054212.00,M*3C
	1468042941		$RATTM,01,1.42,190.53,T,0.1,20.4,T,0.24,749.73,N,,T,,054214.00,M*3A
	1468042943		$RATTM,01,1.42,190.57,T,0.0,228.7,T,1.17,-8738.13,N,,T,,054217.00,M*11
	1468042945		$RATTM,01,1.42,190.54,T,0.0,228.8,T,1.40,8738.13,N,,T,,054219.00,M*3C
	1468042947		$RATTM,01,1.42,190.60,T,0.0,228.4,T,0.26,8738.13,N,,T,,054221.00,M*3D
	1468042949		$RATTM,01,1.42,190.63,T,0.0,227.9,T,0.26,8738.13,N,,T,,054223.00,M*3E
	1468042951		$RATTM,01,1.42,190.76,T,0.0,229.4,T,0.26,8738.13,N,,T,,054225.00,M*3F
	1468042953		$RATTM,01,1.42,190.76,T,0.0,229.4,T,0.26,8738.13,N,,T,,054227.00,M*3D
	1468042955		$RATTM,01,1.42,190.75,T,0.0,232.5,T,0.26,8738.13,N,,T,,054229.00,M*3B
	1468042957		$RATTM,01,1.42,190.65,T,0.0,232.8,T,0.26,8738.13,N,,T,,054231.00,M*3E
	1468042959		$RATTM,01,1.42,190.59,T,0.0,235.6,T,0.26,8738.13,N,,T,,054233.00,M*3A
	1468042961		$RATTM,01,1.42,190.71,T,0.0,240.2,T,0.26,8738.13,N,,T,,054235.00,M*30
	1468042963		$RATTM,01,1.42,190.71,T,0.0,240.2,T,0.26,8738.13,N,,T,,054237.00,M*32
	1468042965		$RATTM,01,1.42,190.64,T,0.0,243.4,T,0.26,8738.13,N,,T,,054247.00,M*34
	1468042967		$RATTM,01,1.42,190.67,T,0.0,250.7,T,0.26,8738.13,N,,T,,054249.00	1468042968		,M*38
	1468042970		$RATTM,01,1.42,190.76,T,0.0,257.5,T,0.26,8738.13,N,,T,,054251.00,M*34
	1468042972		$RATTM,01,1.42,190.67,T,0.0,264.5,T,0.26,8738.13,N,,T,,054253.00,M*36
	1468042974		$RATTM,01,1.42,190.67,T,0.0,264.5,T,0.26,8738.13,N,,T,,054255.00,M*30
	1468042976		$RATTM,01,1.42,190.80,T,0.0,273.1,T,0.26,8738.13,N,,T,,054257.00,M*39
	1468042978		$RATTM,01,1.42,190.59,T,0.0,284.2,T,0.26,8738.13,N,,T,,054259.00,M*38
	1468042980		$RATTM,01,1.42,190.64,T,0.0,294.0,T,0.26,8738.13,N,,T,,054301.00,M*39
	1468042982		$RATTM,01,1.42,190.58,T,0.0,301.1,T,0.26,8738.13,N,,T,,054303.00,M*38
	1468042984		$RATTM,01,1.42,190.58,T,0.0,301.1,T,0.26,8738.13,N,,T,,054305.00,M*3E
	1468042986		$RATTM,01,1.42,190.55,T,0.0,313.9,T,0.26,8738.13,N,,T,,054307.00,M*3A
